match_details_link,match_details_time,match_details_date,match_details_teams,match_details_league,match_details_bet_options_option_1,match_details_bet_options_option_x,match_details_bet_options_option_2,match_details_bet_options_bet_count
https://www.betpawa.co.ke/event/32230455?filter=all,6:00 pm,Sun 18/01,"FCV Dender EH
Royal Antwerp FC",Football / Belgium / Pro League,2.90,3.20,2.45,110
https://www.betpawa.co.ke/event/32062149?filter=all,6:00 pm,Sun 18/01,"AE Larissa FC
Aris Thessaloniki",Football / Greece / Super League 1,4.75,3.15,1.80,72
https://www.betpawa.co.ke/event/32370696?filter=all,6:15 pm,Sun 18/01,"Atletico Madrid
Deportivo Alaves",Football / Spain / LaLiga,1.34,4.90,9.50,107
https://www.betpawa.co.ke/event/32269977?filter=all,6:30 pm,Sun 18/01,"FC Basel 1893
FC Sion",Football / Switzerland / Super League,1.67,4.00,4.90,103
https://www.betpawa.co.ke/event/32312325?filter=all,6:30 pm,Sun 18/01,"Grasshopper Club Zurich
FC Thun",Football / Switzerland / Super League,2.90,3.65,2.35,101
https://www.betpawa.co.ke/event/32342414?filter=all,6:30 pm,Sun 18/01,"Santa Clara Azores
FC Famalicao",Football / Portugal / Liga Portugal,2.90,2.90,2.75,104
https://www.betpawa.co.ke/event/32004651?filter=all,6:45 pm,Sun 18/01,"Feyenoord Rotterdam
Sparta Rotterdam",Football / Netherlands / Eredivisie,1.30,5.75,8.50,109
https://www.betpawa.co.ke/event/32062038?filter=all,7:15 pm,Sun 18/01,"FC Nantes
Paris FC",Football / France / Ligue 1,3.35,3.30,2.22,111
https://www.betpawa.co.ke/event/32062036?filter=all,7:15 pm,Sun 18/01,"Stade Rennais FC
Le Havre AC",Football / France / Ligue 1,1.68,3.95,4.90,114
https://www.betpawa.co.ke/event/32340164?filter=all,7:30 pm,Sun 18/01,"Aston Villa
Everton FC",Football / England / Premier League,1.77,3.70,4.60,112
https://www.betpawa.co.ke/event/32075725?filter=all,8:00 pm,Sun 18/01,"Alanyaspor
Fenerbahce Istanbul",Football / Turkey / Super Lig,5.75,4.05,1.56,111
https://www.betpawa.co.ke/event/32004658?filter=all,8:00 pm,Sun 18/01,"PAOK Thessaloniki
OFI Crete",Football / Greece / Super League 1,1.14,7.00,16.50,71
https://www.betpawa.co.ke/event/32370691?filter=all,8:30 pm,Sun 18/01,"RC Celta de Vigo
Rayo Vallecano",Football / Spain / LaLiga,2.17,3.20,3.60,109
https://www.betpawa.co.ke/event/32215192?filter=all,8:30 pm,Sun 18/01,"Royal Charleroi SC
Standard Liege",Football / Belgium / Pro League,1.96,3.15,4.25,107
https://www.betpawa.co.ke/event/32370780?filter=all,9:00 pm,Sun 18/01,"CD Tondela
SC Braga",Football / Portugal / Liga Portugal,5.25,3.55,1.69,110
https://www.betpawa.co.ke/event/32262821?filter=all,9:15 pm,Sun 18/01,"St. Truidense VV
Oud-Heverlee Leuven",Football / Belgium / Pro League,1.77,3.70,4.50,111
https://www.betpawa.co.ke/event/32062150?filter=all,10:00 pm,Sun 18/01,"AEK Athens
Panathinaikos Athens",Football / Greece / Super League 1,1.82,3.35,4.25,73
https://www.betpawa.co.ke/event/32062040?filter=all,10:45 pm,Sun 18/01,"Olympique Lyon
Stade Brest 29",Football / France / Ligue 1,1.62,4.10,5.25,114
https://www.betpawa.co.ke/event/32342248?filter=all,11:00 pm,Sun 18/01,"Real Sociedad San Sebastian
FC Barcelona",Football / Spain / LaLiga,5.00,4.60,1.57,114
https://www.betpawa.co.ke/event/32324629?filter=all,11:30 pm,Sun 18/01,"Vitoria SC Guimaraes
FC Porto",Football / Portugal / Liga Portugal,6.25,3.95,1.54,110
https://www.betpawa.co.ke/event/32075724?filter=all,5:00 pm,Mon 19/01,"Konyaspor
Eyupspor",Football / Turkey / Super Lig,1.74,3.75,4.55,111
https://www.betpawa.co.ke/event/32062372?filter=all,7:00 pm,Mon 19/01,"Panaitolikos Agrinio
APO Levadiakos FC",Football / Greece / Super League 1,4.20,3.10,1.92,73
https://www.betpawa.co.ke/event/32075726?filter=all,8:00 pm,Mon 19/01,"Goztepe Izmir
Caykur Rizespor",Football / Turkey / Super Lig,1.89,3.40,4.15,107
https://www.betpawa.co.ke/event/32156405?filter=all,8:00 pm,Mon 19/01,"Besiktas Istanbul
Kayserispor",Football / Turkey / Super Lig,1.38,5.25,7.00,108
https://www.betpawa.co.ke/event/32070346?filter=all,9:00 pm,Mon 19/01,"Volos NPS
Atromitos Athinon",Football / Greece / Super League 1,2.06,3.05,3.75,73
https://www.betpawa.co.ke/event/31767228?filter=all,10:45 pm,Mon 19/01,"Nancy-Lorraine
EA Guingamp",Football / France / Ligue 2,2.45,3.30,3.00,99
https://www.betpawa.co.ke/event/32305191?filter=all,11:00 pm,Mon 19/01,"Elche CF
Sevilla FC",Football / Spain / LaLiga,2.30,3.35,3.15,109
https://www.betpawa.co.ke/event/32299257?filter=all,11:00 pm,Mon 19/01,"Brighton & Hove Albion
AFC Bournemouth",Football / England / Premier League,2.01,3.75,3.45,110
https://www.betpawa.co.ke/event/32375904?filter=all,11:15 pm,Mon 19/01,"Estrela Amadora
Estoril Praia",Football / Portugal / Liga Portugal,2.55,3.15,2.80,109
https://www.betpawa.co.ke/event/31918768?filter=all,6:30 pm,Tue 20/01,"FC Kairat Almaty
Club Brugge",Football / International / UEFA Champions League,4.70,4.40,1.63,114
https://www.betpawa.co.ke/event/30971247?filter=all,8:45 pm,Tue 20/01,"Bodoe/Glimt
Manchester City",Football / International / UEFA Champions League,6.50,5.50,1.41,110
https://www.betpawa.co.ke/event/31918770?filter=all,11:00 pm,Tue 20/01,"Olympiacos Piraeus
Bayer Leverkusen",Football / International / UEFA Champions League,2.50,3.45,2.75,111
https://www.betpawa.co.ke/event/31918769?filter=all,11:00 pm,Tue 20/01,"Inter Milano
Arsenal FC",Football / International / UEFA Champions League,2.65,3.35,2.65,110
https://www.betpawa.co.ke/event/31860599?filter=all,11:00 pm,Tue 20/01,"Real Madrid
AS Monaco",Football / International / UEFA Champions League,1.27,6.25,9.50,111
https://www.betpawa.co.ke/event/31890647?filter=all,11:00 pm,Tue 20/01,"FC Copenhagen
SSC Napoli",Football / International / UEFA Champions League,4.10,3.65,1.87,111
https://www.betpawa.co.ke/event/31890648?filter=all,11:00 pm,Tue 20/01,"Sporting CP
Paris Saint-Germain",Football / International / UEFA Champions League,4.10,4.00,1.79,113
https://www.betpawa.co.ke/event/31860600?filter=all,11:00 pm,Tue 20/01,"Tottenham Hotspur
Borussia Dortmund",Football / International / UEFA Champions League,2.22,3.55,3.15,110
https://www.betpawa.co.ke/event/31828998?filter=all,11:00 pm,Tue 20/01,"Villarreal CF
Ajax Amsterdam",Football / International / UEFA Champions League,1.59,4.50,5.00,114
https://www.betpawa.co.ke/event/31918771?filter=all,8:45 pm,Wed 21/01,"Qarabag FK
Eintracht Frankfurt",Football / International / UEFA Champions League,3.10,3.65,2.21,111
https://www.betpawa.co.ke/event/31860601?filter=all,8:45 pm,Wed 21/01,"Galatasaray Istanbul
Atletico Madrid",Football / International / UEFA Champions League,3.30,3.95,2.02,111
https://www.betpawa.co.ke/event/31918772?filter=all,11:00 pm,Wed 21/01,"Bayern Munich
Union Saint-Gilloise",Football / International / UEFA Champions League,1.13,9.50,17.00,109
https://www.betpawa.co.ke/event/31918773?filter=all,11:00 pm,Wed 21/01,"Newcastle United
PSV Eindhoven",Football / International / UEFA Champions League,1.46,5.00,6.00,112
https://www.betpawa.co.ke/event/31890650?filter=all,11:00 pm,Wed 21/01,"Chelsea FC
Pafos FC",Football / International / UEFA Champions League,1.16,7.75,15.00,107
https://www.betpawa.co.ke/event/31890651?filter=all,11:00 pm,Wed 21/01,"Olympique Marseille
Liverpool FC",Football / International / UEFA Champions League,3.80,3.90,1.88,111
https://www.betpawa.co.ke/event/31890649?filter=all,11:00 pm,Wed 21/01,"Atalanta BC
Athletic Bilbao",Football / International / UEFA Champions League,1.85,3.55,4.30,111
https://www.betpawa.co.ke/event/31860602?filter=all,11:00 pm,Wed 21/01,"Juventus Turin
SL Benfica",Football / International / UEFA Champions League,1.92,3.50,4.10,110
https://www.betpawa.co.ke/event/31860603?filter=all,11:00 pm,Wed 21/01,"Slavia Prague
FC Barcelona",Football / International / UEFA Champions League,6.50,5.50,1.41,110
https://www.betpawa.co.ke/event/31908677?filter=all,8:45 pm,Thu 22/01,"SC Freiburg
Maccabi Tel Aviv FC",Football / International / UEFA Europa League,1.19,7.25,14.00,107
https://www.betpawa.co.ke/event/31908678?filter=all,8:45 pm,Thu 22/01,"Malmo FF
FK Crvena Zvezda Belgrade",Football / International / UEFA Europa League,3.35,3.50,2.13,110
https://www.betpawa.co.ke/event/31908679?filter=all,8:45 pm,Thu 22/01,"FC Viktoria Plzen
FC Porto",Football / International / UEFA Europa League,3.30,3.50,2.16,109
https://www.betpawa.co.ke/event/31885074?filter=all,8:45 pm,Thu 22/01,"Young Boys Bern
Olympique Lyon",Football / International / UEFA Europa League,4.10,3.90,1.82,112
https://www.betpawa.co.ke/event/31885072?filter=all,8:45 pm,Thu 22/01,"Feyenoord Rotterdam
SK Sturm Graz",Football / International / UEFA Europa League,1.42,5.00,6.75,111
https://www.betpawa.co.ke/event/31885073?filter=all,8:45 pm,Thu 22/01,"SK Brann
FC Midtjylland",Football / International / UEFA Europa League,3.00,3.65,2.25,112
https://www.betpawa.co.ke/event/31940767?filter=all,8:45 pm,Thu 22/01,"PAOK Thessaloniki
Real Betis Seville",Football / International / UEFA Europa League,2.70,3.55,2.50,110
https://www.betpawa.co.ke/event/31940768?filter=all,8:45 pm,Thu 22/01,"Bologna FC
Celtic Glasgow",Football / International / UEFA Europa League,1.55,4.30,5.75,112
https://www.betpawa.co.ke/event/31851779?filter=all,8:45 pm,Thu 22/01,"Fenerbahce Istanbul
Aston Villa",Football / International / UEFA Europa League,2.70,3.50,2.55,111
https://www.betpawa.co.ke/event/31885075?filter=all,11:00 pm,Thu 22/01,"SC Braga
Nottingham Forest",Football / International / UEFA Europa League,2.75,3.45,2.50,110
https://www.betpawa.co.ke/event/31940769?filter=all,11:00 pm,Thu 22/01,"AS Roma
VfB Stuttgart",Football / International / UEFA Europa League,1.94,3.65,3.80,110
https://www.betpawa.co.ke/event/31940770?filter=all,11:00 pm,Thu 22/01,"FC Utrecht
KRC Genk",Football / International / UEFA Europa League,2.70,3.55,2.50,110
https://www.betpawa.co.ke/event/31851785?filter=all,11:00 pm,Thu 22/01,"RC Celta de Vigo
Lille OSC",Football / International / UEFA Europa League,2.40,3.55,2.85,110
https://www.betpawa.co.ke/event/31851783?filter=all,11:00 pm,Thu 22/01,"GNK Dinamo Zagreb
Fotbal Club FCSB",Football / International / UEFA Europa League,1.67,3.95,5.00,112
https://www.betpawa.co.ke/event/31851784?filter=all,11:00 pm,Thu 22/01,"OGC Nice
Go Ahead Eagles",Football / International / UEFA Europa League,1.61,4.20,5.25,113
https://www.betpawa.co.ke/event/31851781?filter=all,11:00 pm,Thu 22/01,"Ferencvarosi Budapest
Panathinaikos Athens",Football / International / UEFA Europa League,2.30,3.50,3.05,109
https://www.betpawa.co.ke/event/31851782?filter=all,11:00 pm,Thu 22/01,"Glasgow Rangers
PFC Ludogorets 1945 Razgrad",Football / International / UEFA Europa League,1.82,3.80,4.20,111
https://www.betpawa.co.ke/event/32079790?filter=all,11:00 pm,Thu 22/01,"CA Aldosivi
Defensa y Justicia",Football / Argentina / Liga Profesional,2.70,2.80,3.10,83
https://www.betpawa.co.ke/event/31851780?filter=all,11:00 pm,Thu 22/01,"FC Salzburg
FC Basel 1893",Football / International / UEFA Europa League,2.30,3.75,2.85,111
https://www.betpawa.co.ke/event/32106051?filter=all,2:00 am,Fri 23/01,"CA Banfield
CA Huracan",Football / Argentina / Liga Profesional,2.55,2.80,3.35,83
https://www.betpawa.co.ke/event/32160673?filter=all,2:00 am,Fri 23/01,"Union de Santa Fe
CA Platense",Football / Argentina / Liga Profesional,2.11,2.75,4.70,82
https://www.betpawa.co.ke/event/32079793?filter=all,4:15 am,Fri 23/01,"CA Central Cordoba SE
Gimnasia y Esgrima Mendoza",Football / Argentina / Liga Profesional,2.12,3.05,3.95,83
https://www.betpawa.co.ke/event/32160674?filter=all,4:15 am,Fri 23/01,"Instituto AC Cordoba
Velez Sarsfield",Football / Argentina / Liga Profesional,2.65,2.85,3.15,83
https://www.betpawa.co.ke/event/32373254?filter=all,10:00 pm,Fri 23/01,"AJ Auxerre
Paris Saint-Germain",Football / France / Ligue 1,8.25,5.50,1.33,109
https://www.betpawa.co.ke/event/32160671?filter=all,11:15 pm,Fri 23/01,"CA San Lorenzo de Almagro
CA Lanus",Football / Argentina / Liga Profesional,2.45,2.75,3.60,83
https://www.betpawa.co.ke/event/32134409?filter=all,2:00 am,Sat 24/01,"CA Independiente Avellaneda
Estudiantes de La Plata",Football / Argentina / Liga Profesional,2.23,2.85,4.00,83
https://www.betpawa.co.ke/event/32106048?filter=all,4:15 am,Sat 24/01,"Independiente Rivadavia
Atletico Tucuman",Football / Argentina / Liga Profesional,2.23,3.05,3.65,83
https://www.betpawa.co.ke/event/32079792?filter=all,4:15 am,Sat 24/01,"CA Talleres de Cordoba
Newell's Old Boys",Football / Argentina / Liga Profesional,1.85,3.30,4.80,84
https://www.betpawa.co.ke/event/32327299?filter=all,7:00 pm,Sat 24/01,"Stade Rennais FC
FC Lorient",Football / France / Ligue 1,1.76,3.75,4.60,112
https://www.betpawa.co.ke/event/32303961?filter=all,9:00 pm,Sat 24/01,"Le Havre AC
AS Monaco",Football / France / Ligue 1,3.60,3.75,1.98,110
https://www.betpawa.co.ke/event/32079791?filter=all,11:00 pm,Sat 24/01,"CA Barracas Central
CA River Plate (ARG)",Football / Argentina / Liga Profesional,4.70,3.15,1.92,83
https://www.betpawa.co.ke/event/32373255?filter=all,11:05 pm,Sat 24/01,"Olympique Marseille
RC Lens",Football / France / Ligue 1,2.02,3.65,3.55,110
https://www.betpawa.co.ke/event/32160677?filter=all,1:30 am,Sun 25/01,"Gimnasia y Esgrima La Plata
Racing Club Avellaneda",Football / Argentina / Liga Profesional,3.60,2.90,2.35,83
https://www.betpawa.co.ke/event/32079794?filter=all,4:00 am,Sun 25/01,"CA Rosario Central
CA Belgrano de Cordoba",Football / Argentina / Liga Profesional,1.85,3.15,5.25,84
https://www.betpawa.co.ke/event/32327300?filter=all,5:00 pm,Sun 25/01,"FC Nantes
OGC Nice",Football / France / Ligue 1,3.20,3.45,2.23,111
https://www.betpawa.co.ke/event/32373256?filter=all,7:15 pm,Sun 25/01,"Stade Brest 29
Toulouse FC",Football / France / Ligue 1,2.85,3.10,2.65,109
https://www.betpawa.co.ke/event/32346313?filter=all,7:15 pm,Sun 25/01,"Paris FC
Angers SCO",Football / France / Ligue 1,1.82,3.50,4.60,112
https://www.betpawa.co.ke/event/32327301?filter=all,7:15 pm,Sun 25/01,"FC Metz
Olympique Lyon",Football / France / Ligue 1,4.70,4.00,1.70,112
https://www.betpawa.co.ke/event/32327302?filter=all,10:45 pm,Sun 25/01,"Lille OSC
Strasbourg Alsace",Football / France / Ligue 1,1.78,3.80,4.40,112
https://www.betpawa.co.ke/event/32160672?filter=all,12:30 am,Mon 26/01,"Boca Juniors
Deportivo Riestra AFBC",Football / Argentina / Liga Profesional,1.57,3.70,7.00,84
https://www.betpawa.co.ke/event/32160675?filter=all,3:00 am,Mon 26/01,"CA Tigre
Estudiantes Rio Cuarto",Football / Argentina / Liga Profesional,2.08,3.00,4.20,83
https://www.betpawa.co.ke/event/32160676?filter=all,3:00 am,Mon 26/01,"Argentinos Juniors
CA Sarmiento Junin",Football / Argentina / Liga Profesional,1.55,3.80,7.00,85
https://www.betpawa.co.ke/event/32035493?filter=all,9:00 pm,Wed 28/01,"Sao Paulo FC SP
CR Flamengo RJ",Football / Brazil / Brasileiro Serie A,4.20,3.40,1.92,100
https://www.betpawa.co.ke/event/32035492?filter=all,9:00 pm,Wed 28/01,"Chapecoense SC
Santos FC SP",Football / Brazil / Brasileiro Serie A,3.00,3.20,2.45,98
https://www.betpawa.co.ke/event/32035491?filter=all,9:00 pm,Wed 28/01,"Atletico Mineiro MG
SE Palmeiras SP",Football / Brazil / Brasileiro Serie A,2.90,3.20,2.55,99
https://www.betpawa.co.ke/event/32099098?filter=all,9:00 pm,Wed 28/01,"EC Vitoria BA
Clube do Remo PA",Football / Brazil / Brasileiro Serie A,1.82,3.50,4.60,101
https://www.betpawa.co.ke/event/32099099?filter=all,9:00 pm,Wed 28/01,"Mirassol FC SP
CR Vasco da Gama RJ",Football / Brazil / Brasileiro Serie A,1.83,3.60,4.40,102
https://www.betpawa.co.ke/event/32099097?filter=all,9:00 pm,Wed 28/01,"Coritiba FC PR
Red Bull Bragantino SP",Football / Brazil / Brasileiro Serie A,2.30,3.15,3.30,99
https://www.betpawa.co.ke/event/32074572?filter=all,9:00 pm,Wed 28/01,"SC Corinthians SP
EC Bahia BA",Football / Brazil / Brasileiro Serie A,2.25,3.30,3.30,99
https://www.betpawa.co.ke/event/32074571?filter=all,9:00 pm,Wed 28/01,"Fluminense FC RJ
Gremio FB Porto Alegrense RS",Football / Brazil / Brasileiro Serie A,1.73,3.45,5.50,100
https://www.betpawa.co.ke/event/32128525?filter=all,9:00 pm,Wed 28/01,"SC Internacional RS
CA Paranaense PR",Football / Brazil / Brasileiro Serie A,1.92,3.35,4.30,99
https://www.betpawa.co.ke/event/32128524?filter=all,9:00 pm,Wed 28/01,"Botafogo FR RJ
Cruzeiro EC MG",Football / Brazil / Brasileiro Serie A,2.21,3.20,3.50,100
https://www.betpawa.co.ke/event/31915903?filter=all,9:00 pm,Fri 06/02,"AGF Aarhus
Odense Boldklub",Football / Denmark / Superliga,1.59,4.20,5.50,102
https://www.betpawa.co.ke/event/32009401?filter=all,10:30 pm,Fri 06/02,"FC Salzburg
FK Austria Wien",Football / Austria / Bundesliga,1.85,3.75,4.10,101
https://www.betpawa.co.ke/event/32039549?filter=all,7:00 pm,Sat 07/02,"SK Rapid
TSV Hartberg",Football / Austria / Bundesliga,1.79,3.70,4.50,102
https://www.betpawa.co.ke/event/32039548?filter=all,7:00 pm,Sat 07/02,"LASK Linz
WSG Tirol",Football / Austria / Bundesliga,1.69,3.85,5.00,102
https://www.betpawa.co.ke/event/31915905?filter=all,4:00 pm,Sun 08/02,"FC Nordsjaelland
Soenderjyske",Football / Denmark / Superliga,1.82,3.70,4.30,103
https://www.betpawa.co.ke/event/32039551?filter=all,4:30 pm,Sun 08/02,"SCR Altach
Blau-Weiss Linz",Football / Austria / Bundesliga,1.92,3.35,4.30,99
https://www.betpawa.co.ke/event/31955413?filter=all,4:30 pm,Sun 08/02,"Wolfsberger AC
Grazer AK 1902",Football / Austria / Bundesliga,1.76,3.65,4.80,101
https://www.betpawa.co.ke/event/31887507?filter=all,6:00 pm,Sun 08/02,"FC Midtjylland
FC Copenhagen",Football / Denmark / Superliga,1.89,3.80,3.85,101
https://www.betpawa.co.ke/event/32009402?filter=all,7:00 pm,Sun 08/02,"SK Sturm Graz
SV Ried",Football / Austria / Bundesliga,1.99,3.50,3.80,100
https://www.betpawa.co.ke/event/31915906?filter=all,8:00 pm,Sun 08/02,"Silkeborg IF
Viborg FF",Football / Denmark / Superliga,2.60,3.60,2.60,101
https://www.betpawa.co.ke/event/31915904?filter=all,8:00 pm,Sun 08/02,"Broendby IF
Randers FC",Football / Denmark / Superliga,1.75,3.90,4.50,103
https://www.betpawa.co.ke/event/31887506?filter=all,9:00 pm,Mon 09/02,"Vejle BK
FC Fredericia",Football / Denmark / Superliga,1.82,3.85,4.10,103
https://www.betpawa.co.ke/event/32282755?filter=all,9:00 pm,Wed 11/02,"FC Copenhagen
Viborg FF",Football / Denmark / DBU Pokalen,1.45,4.50,7.25,1
https://www.betpawa.co.ke/event/32307717?filter=all,9:00 pm,Thu 12/02,"AGF Aarhus
FC Midtjylland",Football / Denmark / DBU Pokalen,2.35,3.75,2.80,1
https://www.betpawa.co.ke/event/31970091?filter=all,7:30 pm,Fri 27/02,"FK Zenit Saint Petersburg
FC Baltika Kaliningrad",Football / Russian Federation / Premier League,1.36,4.60,10.00,96
https://www.betpawa.co.ke/event/31973795?filter=all,12:00 pm,Sat 28/02,"FC Orenburg
FK Akron Tolyatti",Football / Russian Federation / Premier League,2.40,3.20,3.10,99
https://www.betpawa.co.ke/event/31998408?filter=all,2:30 pm,Sat 28/02,"FC Dynamo-Makhachkala
FK Rubin Kazan",Football / Russian Federation / Premier League,2.85,2.85,2.85,97
https://www.betpawa.co.ke/event/32023452?filter=all,5:00 pm,Sat 28/02,"Lokomotiv Moscow
FC Pari Nizhny Novgorod",Football / Russian Federation / Premier League,1.36,4.80,9.50,97
https://www.betpawa.co.ke/event/31974761?filter=all,7:30 pm,Sat 28/02,"FK Krasnodar
FK Rostov",Football / Russian Federation / Premier League,1.35,4.70,10.00,96
https://www.betpawa.co.ke/event/32030069?filter=all,2:00 pm,Sun 01/03,"FK Dinamo Moscow
PFK Krylia Sovetov Samara",Football / Russian Federation / Premier League,1.42,4.50,8.00,98
https://www.betpawa.co.ke/event/32030068?filter=all,4:30 pm,Sun 01/03,"FK Sochi
FK Spartak Moscow",Football / Russian Federation / Premier League,5.50,4.00,1.60,102
https://www.betpawa.co.ke/event/32062373?filter=all,7:00 pm,Sun 01/03,"RFK Akhmat Grozny
CSKA Moscow",Football / Russian Federation / Premier League,3.20,3.30,2.30,99
